x,y,value
2017-02-05,RISARALDA,7
2017-02-05,SAN ANDRES,3
2017-02-05,SANTANDER,19
2017-02-05,SUCRE,6
2017-02-05,TOLIMA,31
2017-02-05,VALLE,17
2017-02-06,ANTIOQUIA,39
2017-02-06,ATLANTICO,6
2017-02-06,BOLIVAR,1
2017-02-06,BOYACA,1
2017-02-06,CALDAS,4
2017-02-06,CAQUETA,2
2017-02-06,CASANARE,3
2017-02-06,CAUCA,2
2017-02-06,CESAR,1
2017-02-06,CORDOBA,2
2017-02-06,CUNDINAMARCA,77
2017-02-06,GUAJIRA,7
2017-02-06,HUILA,11
2017-02-06,MAGDALENA,11
2017-02-06,META,4
2017-02-06,NARINO,7
2017-02-06,NORTE DE SANTANDER,4
2017-02-06,QUINDIO,7
2017-02-06,RISARALDA,9
2017-02-06,SANTANDER,16
2017-02-06,SUCRE,7
2017-02-06,TOLIMA,12
2017-02-06,VALLE,25
2017-02-06,VICHADA,1
2017-02-07,ANTIOQUIA,30
2017-02-07,ARAUCA,1
2017-02-07,ATLANTICO,5
2017-02-07,BOLIVAR,1
2017-02-07,BOYACA,4
2017-02-07,CALDAS,5
2017-02-07,CAQUETA,1
2017-02-07,CASANARE,1
2017-02-07,CAUCA,6
2017-02-07,CESAR,5
2017-02-07,CORDOBA,1
2017-02-07,CUNDINAMARCA,79
2017-02-07,GUAJIRA,2
2017-02-07,HUILA,7
2017-02-07,MAGDALENA,6
2017-02-07,META,14
2017-02-07,NARINO,2
2017-02-07,NORTE DE SANTANDER,2
2017-02-07,PUTUMAYO,2
2017-02-07,QUINDIO,5
2017-02-07,RISARALDA,10
2017-02-07,SANTANDER,18
2017-02-07,SUCRE,5
2017-02-07,TOLIMA,10
2017-02-07,VALLE,35
2017-02-08,ANTIOQUIA,38
2017-02-08,ATLANTICO,5
2017-02-08,BOLIVAR,2
2017-02-08,BOYACA,5
2017-02-08,CALDAS,5
2017-02-08,CAQUETA,4
2017-02-08,CASANARE,1
2017-02-08,CAUCA,3
2017-02-08,CHOCO,1
2017-02-08,CORDOBA,6
2017-02-08,CUNDINAMARCA,63
2017-02-08,GUAJIRA,3
2017-02-08,HUILA,5
2017-02-08,MAGDALENA,9
2017-02-08,META,10
2017-02-08,NARINO,9
2017-02-08,NORTE DE SANTANDER,3
2017-02-08,QUINDIO,5
2017-02-08,RISARALDA,6
2017-02-08,SAN ANDRES,1
2017-02-08,SANTANDER,19
2017-02-08,SUCRE,2
2017-02-08,TOLIMA,11
2017-02-08,VALLE,27
2017-02-09,ANTIOQUIA,34
2017-02-09,ARAUCA,1
2017-02-09,ATLANTICO,8
2017-02-09,BOYACA,3
2017-02-09,CALDAS,6
2017-02-09,CAQUETA,2
2017-02-09,CASANARE,1
2017-02-09,CAUCA,4
2017-02-09,CESAR,7
2017-02-09,CORDOBA,4
2017-02-09,CUNDINAMARCA,64
2017-02-09,GUAJIRA,9
2017-02-09,HUILA,4
2017-02-09,MAGDALENA,4
2017-02-09,META,15
2017-02-09,NARINO,6
2017-02-09,NORTE DE SANTANDER,2
2017-02-09,QUINDIO,7
2017-02-09,RISARALDA,6
2017-02-09,SAN ANDRES,2
2017-02-09,SANTANDER,23
2017-02-09,SUCRE,1
2017-02-09,TOLIMA,8
2017-02-09,VALLE,31
2017-02-10,ANTIOQUIA,41
2017-02-10,ARAUCA,1
2017-02-10,ATLANTICO,10
2017-02-10,BOLIVAR,1
2017-02-10,BOYACA,3
2017-02-10,CAQUETA,2
2017-02-10,CASANARE,1
2017-02-10,CAUCA,5
2017-02-10,CESAR,4
2017-02-10,CORDOBA,2
2017-02-10,CUNDINAMARCA,65
2017-02-10,GUAJIRA,4
2017-02-10,HUILA,10
2017-02-10,MAGDALENA,4
2017-02-10,META,11
2017-02-10,NARINO,5
2017-02-10,NORTE DE SANTANDER,2
2017-02-10,PUTUMAYO,1
2017-02-10,QUINDIO,4
2017-02-10,RISARALDA,2
2017-02-10,SANTANDER,18
2017-02-10,SUCRE,1
2017-02-10,TOLIMA,9
2017-02-10,VALLE,37
2017-02-11,ANTIOQUIA,42
2017-02-11,ARAUCA,1
2017-02-11,ATLANTICO,8
2017-02-11,BOLIVAR,1
2017-02-11,BOYACA,4
2017-02-11,CALDAS,5
2017-02-11,CAQUETA,1
2017-02-11,CASANARE,2
2017-02-11,CAUCA,3
2017-02-11,CESAR,8
2017-02-11,CHOCO,1
2017-02-11,CORDOBA,3
2017-02-11,CUNDINAMARCA,45
2017-02-11,GUAJIRA,3
2017-02-11,HUILA,10
2017-02-11,MAGDALENA,3
2017-02-11,META,11
2017-02-11,NARINO,10
2017-02-11,NORTE DE SANTANDER,8
2017-02-11,QUINDIO,6
2017-02-11,RISARALDA,5
2017-02-11,SANTANDER,10
2017-02-11,SUCRE,3
2017-02-11,TOLIMA,12
2017-02-11,VALLE,31
2017-02-11,VICHADA,3
2017-02-12,AMAZONAS,1
2017-02-12,ANTIOQUIA,38
2017-02-12,ATLANTICO,10
2017-02-12,BOLIVAR,3
2017-02-12,BOYACA,2
2017-02-12,CALDAS,5
2017-02-12,CAQUETA,2
2017-02-12,CASANARE,3
2017-02-12,CAUCA,5
2017-02-12,CESAR,2
2017-02-12,CHOCO,25
2017-02-12,CUNDINAMARCA,23
2017-02-12,GUAJIRA,2
2017-02-12,HUILA,8
2017-02-12,MAGDALENA,9
2017-02-12,META,9
2017-02-12,NARINO,10
2017-02-12,NORTE DE SANTANDER,3
2017-02-12,QUINDIO,6
2017-02-12,RISARALDA,10
2017-02-12,SANTANDER,17
2017-02-12,SUCRE,2
2017-02-12,TOLIMA,12
2017-02-12,VALLE,17
2017-02-13,ANTIOQUIA,36
2017-02-13,ATLANTICO,4
2017-02-13,BOLIVAR,2
2017-02-13,BOYACA,3
2017-02-13,CASANARE,2
2017-02-13,CAUCA,6
2017-02-13,CESAR,3
2017-02-13,CUNDINAMARCA,49
2017-02-13,GUAJIRA,4
2017-02-13,HUILA,3
2017-02-13,MAGDALENA,8
2017-02-13,META,8
2017-02-13,NARINO,8
2017-02-13,NORTE DE SANTANDER,5
2017-02-13,QUINDIO,4
2017-02-13,RISARALDA,6
2017-02-13,SAN ANDRES,2
2017-02-13,SANTANDER,21
2017-02-13,SUCRE,3
2017-02-13,TOLIMA,4
2017-02-13,VALLE,25
2017-02-14,ANTIOQUIA,51
2017-02-14,ATLANTICO,3
2017-02-14,BOYACA,3
2017-02-14,CALDAS,3
2017-02-14,CAQUETA,2
2017-02-14,CASANARE,2
2017-02-14,CAUCA,2
2017-02-14,CESAR,4
2017-02-14,CORDOBA,3
2017-02-14,CUNDINAMARCA,74
2017-02-14,HUILA,5
2017-02-14,MAGDALENA,4
2017-02-14,META,6
2017-02-14,NARINO,11
2017-02-14,NORTE DE SANTANDER,4
2017-02-14,QUINDIO,6
2017-02-14,RISARALDA,8
2017-02-14,SAN ANDRES,3
2017-02-14,SANTANDER,9
2017-02-14,SUCRE,8
2017-02-14,TOLIMA,12
2017-02-14,VALLE,33
2017-02-15,ANTIOQUIA,33
2017-02-15,ATLANTICO,6
2017-02-15,BOYACA,37
2017-02-15,CALDAS,14
2017-02-15,CAQUETA,4
2017-02-15,CASANARE,4
2017-02-15,CAUCA,6
2017-02-15,CESAR,5
2017-02-15,CORDOBA,1
2017-02-15,CUNDINAMARCA,58
2017-02-15,GUAJIRA,2
2017-02-15,HUILA,7
2017-02-15,MAGDALENA,6
2017-02-15,META,4
2017-02-15,NARINO,4
2017-02-15,NORTE DE SANTANDER,4
2017-02-15,QUINDIO,8
2017-02-15,RISARALDA,6
2017-02-15,SAN ANDRES,1
2017-02-15,SANTANDER,17
2017-02-15,SUCRE,4
2017-02-15,TOLIMA,17
2017-02-15,VALLE,28
2017-02-16,AMAZONAS,1
2017-02-16,ANTIOQUIA,28
2017-02-16,ATLANTICO,8
2017-02-16,BOLIVAR,2
2017-02-16,BOYACA,36
2017-02-16,CALDAS,5
2017-02-16,CAQUETA,3
2017-02-16,CAUCA,10
2017-02-16,CESAR,8
2017-02-16,CORDOBA,2
2017-02-16,CUNDINAMARCA,45
2017-02-16,GUAJIRA,3
2017-02-16,HUILA,3
2017-02-16,MAGDALENA,18
2017-02-16,META,10
2017-02-16,NARINO,4
2017-02-16,NORTE DE SANTANDER,7
2017-02-16,QUINDIO,6
2017-02-16,RISARALDA,8
2017-02-16,SANTANDER,15
2017-02-16,SUCRE,4
2017-02-16,TOLIMA,14
2017-02-16,VALLE,42
2017-02-17,ANTIOQUIA,33
2017-02-17,ARAUCA,2
2017-02-17,ATLANTICO,16
2017-02-17,BOLIVAR,1
2017-02-17,BOYACA,5
2017-02-17,CALDAS,3
2017-02-17,CAQUETA,1
2017-02-17,CASANARE,4
2017-02-17,CAUCA,7
2017-02-17,CESAR,1
2017-02-17,CORDOBA,4
2017-02-17,CUNDINAMARCA,45
2017-02-17,GUAJIRA,3
2017-02-17,HUILA,10
2017-02-17,MAGDALENA,14
2017-02-17,META,6
2017-02-17,NARINO,9
2017-02-17,NORTE DE SANTANDER,4
2017-02-17,PUTUMAYO,2
2017-02-17,QUINDIO,4
2017-02-17,RISARALDA,9
2017-02-17,SANTANDER,14
2017-02-17,TOLIMA,6
2017-02-17,VALLE,30
2017-02-18,AMAZONAS,1
2017-02-18,ANTIOQUIA,46
2017-02-18,ARAUCA,1
2017-02-18,ATLANTICO,8
2017-02-18,BOLIVAR,8
2017-02-18,BOYACA,8
2017-02-18,CALDAS,11
2017-02-18,CAQUETA,3
2017-02-18,CASANARE,1
2017-02-18,CAUCA,2
2017-02-18,CESAR,2
2017-02-18,CHOCO,4
2017-02-18,CORDOBA,4
2017-02-18,CUNDINAMARCA,60
2017-02-18,GUAJIRA,3
2017-02-18,HUILA,4
2017-02-18,MAGDALENA,14
2017-02-18,META,8
2017-02-18,NARINO,4
2017-02-18,NORTE DE SANTANDER,3
2017-02-18,PUTUMAYO,1
2017-02-18,QUINDIO,7
2017-02-18,RISARALDA,6
2017-02-18,SAN ANDRES,1
2017-02-18,SANTANDER,20
2017-02-18,SUCRE,4
2017-02-18,TOLIMA,16
2017-02-18,VALLE,26
2017-02-19,ANTIOQUIA,40
2017-02-19,ATLANTICO,5
2017-02-19,BOLIVAR,1
2017-02-19,BOYACA,2
2017-02-19,CALDAS,5
2017-02-19,CAQUETA,1
2017-02-19,CASANARE,2
2017-02-19,CAUCA,7
2017-02-19,CESAR,6
2017-02-19,CORDOBA,2
2017-02-19,CUNDINAMARCA,37
2017-02-19,GUAJIRA,10
2017-02-19,HUILA,6
2017-02-19,MAGDALENA,6
2017-02-19,META,4
2017-02-19,NARINO,7
2017-02-19,NORTE DE SANTANDER,5
2017-02-19,QUINDIO,54
2017-02-19,RISARALDA,2
2017-02-19,SAN ANDRES,3
2017-02-19,SANTANDER,11
2017-02-19,SUCRE,4
2017-02-19,TOLIMA,9
2017-02-19,VALLE,25
2017-02-19,VICHADA,1
2017-02-20,ANTIOQUIA,32
2017-02-20,ARAUCA,4
2017-02-20,ATLANTICO,4
2017-02-20,BOLIVAR,2
2017-02-20,BOYACA,3
2017-02-20,CALDAS,1
2017-02-20,CAQUETA,6
2017-02-20,CASANARE,1
2017-02-20,CAUCA,3
2017-02-20,CESAR,6
2017-02-20,CORDOBA,6
2017-02-20,CUNDINAMARCA,34
2017-02-20,GUAJIRA,1
2017-02-20,HUILA,8
2017-02-20,MAGDALENA,4
2017-02-20,META,6
2017-02-20,NARINO,4
2017-02-20,NORTE DE SANTANDER,5
2017-02-20,PUTUMAYO,1
2017-02-20,RISARALDA,5
2017-02-20,SANTANDER,22
2017-02-20,SUCRE,1
2017-02-20,TOLIMA,14
2017-02-20,VALLE,25
2017-02-21,ANTIOQUIA,35
2017-02-21,ATLANTICO,10
2017-02-21,BOLIVAR,5
2017-02-21,BOYACA,3
2017-02-21,CALDAS,2
2017-02-21,CAQUETA,1
2017-02-21,CASANARE,1
2017-02-21,CAUCA,8
2017-02-21,CORDOBA,4
2017-02-21,CUNDINAMARCA,43
2017-02-21,GUAJIRA,1
2017-02-21,HUILA,8
2017-02-21,MAGDALENA,4
2017-02-21,META,7
2017-02-21,NARINO,6
2017-02-21,NORTE DE SANTANDER,2
2017-02-21,QUINDIO,3
2017-02-21,RISARALDA,10
2017-02-21,SAN ANDRES,2
2017-02-21,SANTANDER,11
2017-02-21,SUCRE,1
2017-02-21,TOLIMA,5
2017-02-21,VALLE,22
2017-02-22,ANTIOQUIA,35
2017-02-22,ARAUCA,1
2017-02-22,ATLANTICO,11
2017-02-22,BOLIVAR,1
2017-02-22,BOYACA,2
2017-02-22,CALDAS,3
2017-02-22,CAQUETA,3
2017-02-22,CASANARE,5
2017-02-22,CAUCA,6
2017-02-22,CESAR,2
2017-02-22,CORDOBA,8
2017-02-22,CUNDINAMARCA,51
2017-02-22,GUAJIRA,2
2017-02-22,HUILA,3
2017-02-22,MAGDALENA,2
2017-02-22,META,9
2017-02-22,NARINO,5
2017-02-22,NORTE DE SANTANDER,3
2017-02-22,QUINDIO,1
2017-02-22,RISARALDA,1
2017-02-22,SAN ANDRES,1
2017-02-22,SANTANDER,8
2017-02-22,SUCRE,5
2017-02-22,TOLIMA,11
2017-02-22,VALLE,28
2017-02-22,VICHADA,1
2017-02-23,ANTIOQUIA,36
2017-02-23,ARAUCA,1
2017-02-23,ATLANTICO,8
2017-02-23,BOLIVAR,2
2017-02-23,BOYACA,4
2017-02-23,CALDAS,2
2017-02-23,CAQUETA,2
2017-02-23,CASANARE,2
2017-02-23,CAUCA,6
2017-02-23,CESAR,3
2017-02-23,CUNDINAMARCA,36
2017-02-23,GUAJIRA,2
2017-02-23,HUILA,1
2017-02-23,MAGDALENA,6
2017-02-23,META,16
2017-02-23,NARINO,6
2017-02-23,NORTE DE SANTANDER,4
2017-02-23,QUINDIO,2
2017-02-23,RISARALDA,8
2017-02-23,SANTANDER,18
2017-02-23,TOLIMA,9
2017-02-23,VALLE,35
2017-02-24,ANTIOQUIA,49
2017-02-24,ATLANTICO,6
2017-02-24,BOLIVAR,2
2017-02-24,BOYACA,1
2017-02-24,CALDAS,3
2017-02-24,CAQUETA,1
2017-02-24,CASANARE,2
2017-02-24,CAUCA,7
2017-02-24,CESAR,2
2017-02-24,CHOCO,2
2017-02-24,CORDOBA,6
2017-02-24,CUNDINAMARCA,71
2017-02-24,GUAJIRA,7
2017-02-24,HUILA,6
2017-02-24,MAGDALENA,17
2017-02-24,META,8
2017-02-24,NARINO,6
2017-02-24,NORTE DE SANTANDER,3
2017-02-24,QUINDIO,4
2017-02-24,RISARALDA,60
2017-02-24,SANTANDER,12
2017-02-24,SUCRE,1
2017-02-24,TOLIMA,6
2017-02-24,VALLE,34
2017-02-24,VICHADA,1
2017-02-25,ANTIOQUIA,63
2017-02-25,ATLANTICO,22
2017-02-25,BOLIVAR,1
2017-02-25,BOYACA,6
2017-02-25,CALDAS,2
2017-02-25,CAQUETA,3
2017-02-25,CASANARE,5
2017-02-25,CAUCA,4
2017-02-25,CHOCO,2
2017-02-25,CORDOBA,5
2017-02-25,CUNDINAMARCA,59
2017-02-25,GUAJIRA,8
2017-02-25,HUILA,7
2017-02-25,MAGDALENA,5
2017-02-25,META,8
2017-02-25,NARINO,11
2017-02-25,NORTE DE SANTANDER,3
2017-02-25,PUTUMAYO,1
2017-02-25,QUINDIO,2
2017-02-25,RISARALDA,16
2017-02-25,SANTANDER,15
2017-02-25,SUCRE,3
2017-02-25,TOLIMA,9
2017-02-25,VALLE,29
2017-02-26,AMAZONAS,1
2017-02-26,ANTIOQUIA,31
2017-02-26,ATLANTICO,7
2017-02-26,BOLIVAR,3
2017-02-26,BOYACA,4
2017-02-26,CALDAS,10
2017-02-26,CAQUETA,5
2017-02-26,CASANARE,5
2017-02-26,CAUCA,2
2017-02-26,CESAR,3
2017-02-26,CORDOBA,3
2017-02-26,CUNDINAMARCA,26
2017-02-26,GUAJIRA,4
2017-02-26,HUILA,3
2017-02-26,MAGDALENA,21
2017-02-26,META,7
2017-02-26,NARINO,4
2017-02-26,QUINDIO,17
2017-02-26,RISARALDA,2
2017-02-26,SAN ANDRES,1
2017-02-26,SANTANDER,15
2017-02-26,SUCRE,7
2017-02-26,TOLIMA,5
2017-02-26,VALLE,26
2017-02-27,AMAZONAS,1
2017-02-27,ANTIOQUIA,33
2017-02-27,ATLANTICO,7
2017-02-27,BOLIVAR,2
2017-02-27,BOYACA,7
2017-02-27,CALDAS,2
2017-02-27,CASANARE,16
2017-02-27,CAUCA,5
2017-02-27,CESAR,5
2017-02-27,CHOCO,1
2017-02-27,CORDOBA,3
2017-02-27,CUNDINAMARCA,36
2017-02-27,GUAJIRA,1
2017-02-27,HUILA,5
2017-02-27,MAGDALENA,5
2017-02-27,META,4
2017-02-27,NARINO,5
2017-02-27,NORTE DE SANTANDER,5
2017-02-27,PUTUMAYO,2
2017-02-27,QUINDIO,5
2017-02-27,RISARALDA,5
2017-02-27,SANTANDER,11
2017-02-27,SUCRE,5
2017-02-27,TOLIMA,3
2017-02-27,VALLE,27
2017-02-28,ANTIOQUIA,46
2017-02-28,ATLANTICO,6
2017-02-28,BOLIVAR,2
2017-02-28,BOYACA,2
2017-02-28,CALDAS,6
2017-02-28,CAQUETA,1
2017-02-28,CASANARE,3
2017-02-28,CAUCA,6
2017-02-28,CESAR,2
2017-02-28,CHOCO,2
2017-02-28,CORDOBA,1
2017-02-28,CUNDINAMARCA,49
2017-02-28,GUAJIRA,7
2017-02-28,HUILA,5
2017-02-28,MAGDALENA,3
2017-02-28,META,7
2017-02-28,NARINO,7
2017-02-28,NORTE DE SANTANDER,12
2017-02-28,RISARALDA,2
2017-02-28,SAN ANDRES,1
2017-02-28,SANTANDER,11
2017-02-28,TOLIMA,10
2017-02-28,VALLE,24
2017-03-01,ANTIOQUIA,49
2017-03-01,ARAUCA,4
2017-03-01,ATLANTICO,10
2017-03-01,BOLIVAR,6
2017-03-01,BOYACA,3
2017-03-01,CAQUETA,1
2017-03-01,CASANARE,2
2017-03-01,CAUCA,7
2017-03-01,CUNDINAMARCA,40
2017-03-01,GUAJIRA,4
2017-03-01,HUILA,8
2017-03-01,MAGDALENA,6
2017-03-01,META,8
2017-03-01,NARINO,4
2017-03-01,NORTE DE SANTANDER,3
2017-03-01,PUTUMAYO,1
2017-03-01,QUINDIO,4
2017-03-01,RISARALDA,12
2017-03-01,SANTANDER,6
2017-03-01,SUCRE,2
2017-03-01,TOLIMA,14
2017-03-01,VALLE,21
2017-03-02,ANTIOQUIA,34
2017-03-02,ATLANTICO,7
2017-03-02,BOLIVAR,3
2017-03-02,BOYACA,2
2017-03-02,CALDAS,1
2017-03-02,CAQUETA,10
2017-03-02,CASANARE,3
2017-03-02,CAUCA,6
2017-03-02,CESAR,2
2017-03-02,CORDOBA,3
2017-03-02,CUNDINAMARCA,78
2017-03-02,HUILA,1
2017-03-02,MAGDALENA,1
2017-03-02,META,8
2017-03-02,NARINO,11
2017-03-02,NORTE DE SANTANDER,2
2017-03-02,PUTUMAYO,1
2017-03-02,QUINDIO,3
2017-03-02,RISARALDA,4
2017-03-02,SAN ANDRES,1
2017-03-02,SANTANDER,14
2017-03-02,SUCRE,3
2017-03-02,TOLIMA,9
2017-03-02,VALLE,22
2017-03-03,ANTIOQUIA,21
2017-03-03,ARAUCA,1
2017-03-03,ATLANTICO,2
2017-03-03,BOYACA,7
2017-03-03,CALDAS,4
2017-03-03,CAQUETA,2
2017-03-03,CASANARE,2
2017-03-03,CAUCA,7
2017-03-03,CESAR,4
2017-03-03,CHOCO,1
2017-03-03,CORDOBA,3
2017-03-03,CUNDINAMARCA,58
2017-03-03,GUAJIRA,1
2017-03-03,HUILA,4
2017-03-03,MAGDALENA,5
2017-03-03,META,13
2017-03-03,NARINO,9
2017-03-03,NORTE DE SANTANDER,9
2017-03-03,PUTUMAYO,1
2017-03-03,QUINDIO,8
2017-03-03,RISARALDA,2
2017-03-03,SAN ANDRES,1
2017-03-03,SANTANDER,14
2017-03-03,TOLIMA,12
2017-03-03,VALLE,39
2017-03-04,ANTIOQUIA,53
2017-03-04,ARAUCA,4
2017-03-04,ATLANTICO,15
2017-03-04,BOLIVAR,4
2017-03-04,BOYACA,4
2017-03-04,CALDAS,4
2017-03-04,CAQUETA,1
2017-03-04,CASANARE,3
2017-03-04,CAUCA,6
2017-03-04,CESAR,5
2017-03-04,CHOCO,2
2017-03-04,CORDOBA,1
2017-03-04,CUNDINAMARCA,84
2017-03-04,GUAJIRA,2
2017-03-04,HUILA,4
2017-03-04,MAGDALENA,8
2017-03-04,META,11
2017-03-04,NARINO,4
2017-03-04,NORTE DE SANTANDER,7
2017-03-04,QUINDIO,3
2017-03-04,RISARALDA,4
2017-03-04,SANTANDER,11
2017-03-04,SUCRE,2
2017-03-04,TOLIMA,15
2017-03-04,VALLE,20
2017-03-05,ANTIOQUIA,26
2017-03-05,ATLANTICO,6
2017-03-05,BOYACA,1
2017-03-05,CALDAS,3
2017-03-05,CAQUETA,3
2017-03-05,CASANARE,3
2017-03-05,CAUCA,4
2017-03-05,CESAR,8
2017-03-05,CHOCO,2
2017-03-05,CORDOBA,9
2017-03-05,CUNDINAMARCA,27
2017-03-05,GUAJIRA,3
2017-03-05,HUILA,2
2017-03-05,MAGDALENA,4
2017-03-05,META,3
2017-03-05,NARINO,8
2017-03-05,NORTE DE SANTANDER,3
2017-03-05,QUINDIO,6
2017-03-05,RISARALDA,4
2017-03-05,SANTANDER,11
2017-03-05,SUCRE,2
2017-03-05,TOLIMA,14
2017-03-05,VALLE,21
2017-03-06,ANTIOQUIA,29
2017-03-06,ATLANTICO,5
2017-03-06,BOLIVAR,2
2017-03-06,BOYACA,1
2017-03-06,CALDAS,5
2017-03-06,CAQUETA,6
2017-03-06,CASANARE,3
2017-03-06,CAUCA,8
2017-03-06,CESAR,4
2017-03-06,CHOCO,1
2017-03-06,CORDOBA,6
2017-03-06,CUNDINAMARCA,38
2017-03-06,GUAJIRA,5
2017-03-06,HUILA,11
2017-03-06,MAGDALENA,5
2017-03-06,META,5
2017-03-06,NARINO,8
2017-03-06,NORTE DE SANTANDER,14
2017-03-06,PUTUMAYO,1
2017-03-06,QUINDIO,2
2017-03-06,RISARALDA,7
2017-03-06,SAN ANDRES,1
2017-03-06,SANTANDER,17
2017-03-06,SUCRE,1
2017-03-06,TOLIMA,8
2017-03-06,VALLE,28
2017-03-07,ANTIOQUIA,46
2017-03-07,ATLANTICO,14
2017-03-07,BOLIVAR,1
2017-03-07,BOYACA,3
2017-03-07,CALDAS,6
2017-03-07,CAQUETA,4
2017-03-07,CASANARE,5
2017-03-07,CAUCA,7
2017-03-07,CESAR,3
2017-03-07,CHOCO,1
2017-03-07,CORDOBA,4
2017-03-07,CUNDINAMARCA,52
2017-03-07,GUAJIRA,1
2017-03-07,HUILA,7
2017-03-07,MAGDALENA,8
2017-03-07,META,9
2017-03-07,NARINO,6
2017-03-07,NORTE DE SANTANDER,4
2017-03-07,QUINDIO,1
2017-03-07,RISARALDA,6
2017-03-07,SANTANDER,16
2017-03-07,SUCRE,17
2017-03-07,TOLIMA,4
2017-03-07,VALLE,27
2017-03-08,ANTIOQUIA,30
2017-03-08,ATLANTICO,3
2017-03-08,BOLIVAR,2
2017-03-08,BOYACA,4
2017-03-08,CAQUETA,5
2017-03-08,CASANARE,2
2017-03-08,CAUCA,16
2017-03-08,CESAR,2
2017-03-08,CHOCO,1
2017-03-08,CORDOBA,1
2017-03-08,CUNDINAMARCA,54
2017-03-08,GUAJIRA,1
2017-03-08,HUILA,5
2017-03-08,MAGDALENA,9
2017-03-08,META,11
2017-03-08,NARINO,11
2017-03-08,NORTE DE SANTANDER,1
2017-03-08,QUINDIO,6
2017-03-08,RISARALDA,4
2017-03-08,SAN ANDRES,1
2017-03-08,SANTANDER,10
2017-03-08,SUCRE,4
2017-03-08,TOLIMA,7
2017-03-08,VALLE,22
2017-03-09,ANTIOQUIA,51
2017-03-09,ATLANTICO,5
2017-03-09,BOLIVAR,2
2017-03-09,BOYACA,3
2017-03-09,CALDAS,4
2017-03-09,CAQUETA,1
2017-03-09,CASANARE,2
2017-03-09,CAUCA,3
2017-03-09,CESAR,1
2017-03-09,CORDOBA,4
2017-03-09,CUNDINAMARCA,57
2017-03-09,GUAJIRA,2
2017-03-09,HUILA,3
2017-03-09,MAGDALENA,4
2017-03-09,META,4
2017-03-09,NARINO,6
2017-03-09,NORTE DE SANTANDER,2
2017-03-09,PUTUMAYO,1
2017-03-09,QUINDIO,6
2017-03-09,RISARALDA,3
2017-03-09,SAN ANDRES,4
2017-03-09,SANTANDER,18
2017-03-09,TOLIMA,7
2017-03-09,VALLE,16
2017-03-10,ANTIOQUIA,43
2017-03-10,ATLANTICO,9
2017-03-10,BOYACA,2
2017-03-10,CALDAS,8
2017-03-10,CAQUETA,1
2017-03-10,CAUCA,6
2017-03-10,CESAR,3
2017-03-10,CHOCO,1
2017-03-10,CORDOBA,3
2017-03-10,CUNDINAMARCA,51
2017-03-10,GUAJIRA,1
2017-03-10,HUILA,2
2017-03-10,MAGDALENA,11
2017-03-10,META,10
2017-03-10,NARINO,7
2017-03-10,NORTE DE SANTANDER,6
2017-03-10,QUINDIO,5
2017-03-10,RISARALDA,7
2017-03-10,SANTANDER,11
2017-03-10,SUCRE,1
2017-03-10,TOLIMA,10
2017-03-10,VALLE,28
2017-03-11,ANTIOQUIA,43
2017-03-11,ATLANTICO,16
2017-03-11,BOLIVAR,2
2017-03-11,BOYACA,7
2017-03-11,CAQUETA,4
2017-03-11,CASANARE,2
2017-03-11,CAUCA,7
2017-03-11,CESAR,2
2017-03-11,CORDOBA,4
2017-03-11,CUNDINAMARCA,33
2017-03-11,GUAJIRA,1
2017-03-11,HUILA,3
2017-03-11,MAGDALENA,4
2017-03-11,META,12
2017-03-11,NARINO,11
2017-03-11,NORTE DE SANTANDER,5
2017-03-11,QUINDIO,7
2017-03-11,RISARALDA,7
2017-03-11,SAN ANDRES,3
2017-03-11,SANTANDER,13
2017-03-11,SUCRE,6
2017-03-11,TOLIMA,5
2017-03-11,VALLE,30
2017-03-12,ANTIOQUIA,36
2017-03-12,ARAUCA,1
2017-03-12,ATLANTICO,5
2017-03-12,BOLIVAR,1
2017-03-12,BOYACA,4
2017-03-12,CALDAS,7
2017-03-12,CAQUETA,4
2017-03-12,CASANARE,2
2017-03-12,CAUCA,1
2017-03-12,CESAR,2
2017-03-12,CHOCO,1
2017-03-12,CORDOBA,3
2017-03-12,CUNDINAMARCA,29
2017-03-12,GUAJIRA,2
2017-03-12,HUILA,5
2017-03-12,MAGDALENA,4
2017-03-12,META,4
2017-03-12,NARINO,4
2017-03-12,NORTE DE SANTANDER,3
2017-03-12,QUINDIO,6
2017-03-12,RISARALDA,3
2017-03-12,SAN ANDRES,1
2017-03-12,SANTANDER,8
2017-03-12,SUCRE,3
2017-03-12,TOLIMA,7
2017-03-12,VALLE,26
2017-03-13,ANTIOQUIA,27
2017-03-13,ATLANTICO,12
2017-03-13,BOLIVAR,1
2017-03-13,BOYACA,2
2017-03-13,CALDAS,4
2017-03-13,CAQUETA,1
2017-03-13,CASANARE,3
2017-03-13,CAUCA,3
2017-03-13,CORDOBA,4
2017-03-13,CUNDINAMARCA,46
2017-03-13,GUAINIA,2
2017-03-13,HUILA,5
2017-03-13,MAGDALENA,6
2017-03-13,META,14
2017-03-13,NARINO,7
2017-03-13,NORTE DE SANTANDER,9
2017-03-13,QUINDIO,4
2017-03-13,RISARALDA,8
2017-03-13,SAN ANDRES,2
2017-03-13,SANTANDER,13
2017-03-13,SUCRE,4
2017-03-13,TOLIMA,6
2017-03-13,VALLE,27
2017-03-14,ANTIOQUIA,19
2017-03-14,ARAUCA,1
2017-03-14,ATLANTICO,7
