x,y,value
2017-04-20,RISARALDA,4
2017-04-20,SANTANDER,15
2017-04-20,SUCRE,2
2017-04-20,TOLIMA,11
2017-04-20,VALLE,25
2017-04-21,ANTIOQUIA,25
2017-04-21,ATLANTICO,3
2017-04-21,BOLIVAR,4
2017-04-21,BOYACA,2
2017-04-21,CALDAS,4
2017-04-21,CAQUETA,4
2017-04-21,CASANARE,1
2017-04-21,CAUCA,2
2017-04-21,CESAR,3
2017-04-21,CHOCO,1
2017-04-21,CORDOBA,1
2017-04-21,CUNDINAMARCA,83
2017-04-21,GUAJIRA,6
2017-04-21,HUILA,8
2017-04-21,MAGDALENA,3
2017-04-21,META,10
2017-04-21,NARINO,7
2017-04-21,NORTE DE SANTANDER,2
2017-04-21,QUINDIO,3
2017-04-21,RISARALDA,4
2017-04-21,SANTANDER,10
2017-04-21,TOLIMA,16
2017-04-21,VALLE,26
2017-04-22,ANTIOQUIA,38
2017-04-22,ATLANTICO,2
2017-04-22,BOYACA,4
2017-04-22,CALDAS,6
2017-04-22,CAQUETA,4
2017-04-22,CASANARE,2
2017-04-22,CAUCA,4
2017-04-22,CESAR,1
2017-04-22,CUNDINAMARCA,53
2017-04-22,GUAJIRA,4
2017-04-22,HUILA,3
2017-04-22,MAGDALENA,4
2017-04-22,META,9
2017-04-22,NARINO,9
2017-04-22,NORTE DE SANTANDER,4
2017-04-22,QUINDIO,2
2017-04-22,RISARALDA,13
2017-04-22,SAN ANDRES,1
2017-04-22,SANTANDER,17
2017-04-22,SUCRE,1
2017-04-22,TOLIMA,5
2017-04-22,VALLE,29
2017-04-23,ANTIOQUIA,28
2017-04-23,ATLANTICO,5
2017-04-23,BOYACA,1
2017-04-23,CALDAS,4
2017-04-23,CAQUETA,2
2017-04-23,CASANARE,4
2017-04-23,CAUCA,3
2017-04-23,CESAR,4
2017-04-23,CORDOBA,2
2017-04-23,CUNDINAMARCA,46
2017-04-23,GUAJIRA,2
2017-04-23,HUILA,6
2017-04-23,MAGDALENA,3
2017-04-23,META,5
2017-04-23,NARINO,4
2017-04-23,NORTE DE SANTANDER,1
2017-04-23,QUINDIO,2
2017-04-23,RISARALDA,5
2017-04-23,SAN ANDRES,1
2017-04-23,SANTANDER,10
2017-04-23,SUCRE,2
2017-04-23,TOLIMA,11
2017-04-23,VALLE,31
2017-04-24,ANTIOQUIA,30
2017-04-24,ATLANTICO,6
2017-04-24,BOLIVAR,2
2017-04-24,BOYACA,35
2017-04-24,CALDAS,4
2017-04-24,CAQUETA,2
2017-04-24,CASANARE,4
2017-04-24,CAUCA,4
2017-04-24,CESAR,4
2017-04-24,CORDOBA,1
2017-04-24,CUNDINAMARCA,50
2017-04-24,GUAJIRA,3
2017-04-24,HUILA,9
2017-04-24,MAGDALENA,7
2017-04-24,META,4
2017-04-24,NARINO,6
2017-04-24,NORTE DE SANTANDER,9
2017-04-24,PUTUMAYO,1
2017-04-24,QUINDIO,1
2017-04-24,RISARALDA,12
2017-04-24,SAN ANDRES,2
2017-04-24,SANTANDER,12
2017-04-24,SUCRE,2
2017-04-24,TOLIMA,7
2017-04-24,VALLE,33
2017-04-25,ANTIOQUIA,34
2017-04-25,ATLANTICO,3
2017-04-25,BOYACA,5
2017-04-25,CALDAS,2
2017-04-25,CAQUETA,1
2017-04-25,CASANARE,1
2017-04-25,CAUCA,3
2017-04-25,CESAR,1
2017-04-25,CHOCO,1
2017-04-25,CORDOBA,7
2017-04-25,CUNDINAMARCA,76
2017-04-25,GUAJIRA,1
2017-04-25,HUILA,10
2017-04-25,MAGDALENA,6
2017-04-25,META,11
2017-04-25,NARINO,5
2017-04-25,NORTE DE SANTANDER,1
2017-04-25,QUINDIO,4
2017-04-25,RISARALDA,5
2017-04-25,SANTANDER,10
2017-04-25,SUCRE,3
2017-04-25,TOLIMA,5
2017-04-25,VALLE,24
2017-04-26,AMAZONAS,1
2017-04-26,ANTIOQUIA,25
2017-04-26,ATLANTICO,6
2017-04-26,BOLIVAR,1
2017-04-26,BOYACA,2
2017-04-26,CALDAS,5
2017-04-26,CAQUETA,3
2017-04-26,CASANARE,4
2017-04-26,CAUCA,2
2017-04-26,CESAR,4
2017-04-26,CHOCO,1
2017-04-26,CORDOBA,3
2017-04-26,CUNDINAMARCA,46
2017-04-26,HUILA,4
2017-04-26,MAGDALENA,4
2017-04-26,META,3
2017-04-26,NARINO,10
2017-04-26,NORTE DE SANTANDER,10
2017-04-26,QUINDIO,1
2017-04-26,RISARALDA,4
2017-04-26,SAN ANDRES,1
2017-04-26,SANTANDER,17
2017-04-26,SUCRE,2
2017-04-26,TOLIMA,4
2017-04-26,VALLE,33
2017-04-27,ANTIOQUIA,24
2017-04-27,BOLIVAR,2
2017-04-27,BOYACA,7
2017-04-27,CALDAS,2
2017-04-27,CASANARE,4
2017-04-27,CAUCA,5
2017-04-27,CESAR,11
2017-04-27,CORDOBA,9
2017-04-27,CUNDINAMARCA,55
2017-04-27,GUAJIRA,8
2017-04-27,HUILA,6
2017-04-27,MAGDALENA,8
2017-04-27,META,2
2017-04-27,NARINO,7
2017-04-27,NORTE DE SANTANDER,4
2017-04-27,QUINDIO,4
2017-04-27,RISARALDA,4
2017-04-27,SANTANDER,10
2017-04-27,TOLIMA,15
2017-04-27,VALLE,16
2017-04-28,AMAZONAS,1
2017-04-28,ANTIOQUIA,18
2017-04-28,ARAUCA,2
2017-04-28,ATLANTICO,4
2017-04-28,BOYACA,4
2017-04-28,CALDAS,5
2017-04-28,CAQUETA,1
2017-04-28,CAUCA,4
2017-04-28,CESAR,10
2017-04-28,CORDOBA,1
2017-04-28,CUNDINAMARCA,47
2017-04-28,GUAJIRA,1
2017-04-28,HUILA,1
2017-04-28,MAGDALENA,3
2017-04-28,META,5
2017-04-28,NARINO,10
2017-04-28,NORTE DE SANTANDER,7
2017-04-28,QUINDIO,8
2017-04-28,RISARALDA,8
2017-04-28,SANTANDER,17
2017-04-28,TOLIMA,7
2017-04-28,VALLE,28
2017-04-29,ANTIOQUIA,33
2017-04-29,ATLANTICO,3
2017-04-29,BOLIVAR,4
2017-04-29,BOYACA,7
2017-04-29,CALDAS,4
2017-04-29,CAQUETA,2
2017-04-29,CASANARE,3
2017-04-29,CAUCA,5
2017-04-29,CESAR,4
2017-04-29,CHOCO,1
2017-04-29,CORDOBA,9
2017-04-29,CUNDINAMARCA,47
2017-04-29,GUAJIRA,1
2017-04-29,HUILA,5
2017-04-29,MAGDALENA,2
2017-04-29,META,8
2017-04-29,NARINO,9
2017-04-29,NORTE DE SANTANDER,5
2017-04-29,QUINDIO,5
2017-04-29,RISARALDA,4
2017-04-29,SAN ANDRES,1
2017-04-29,SANTANDER,17
2017-04-29,SUCRE,5
2017-04-29,TOLIMA,3
2017-04-29,VALLE,28
2017-04-30,ANTIOQUIA,24
2017-04-30,ATLANTICO,1
2017-04-30,BOLIVAR,3
2017-04-30,BOYACA,5
2017-04-30,CALDAS,6
2017-04-30,CAQUETA,1
2017-04-30,CASANARE,1
2017-04-30,CAUCA,3
2017-04-30,CESAR,6
2017-04-30,CORDOBA,1
2017-04-30,CUNDINAMARCA,28
2017-04-30,GUAJIRA,1
2017-04-30,HUILA,4
2017-04-30,MAGDALENA,2
2017-04-30,META,6
2017-04-30,NARINO,6
2017-04-30,QUINDIO,9
2017-04-30,RISARALDA,5
2017-04-30,SAN ANDRES,2
2017-04-30,SANTANDER,12
2017-04-30,SUCRE,4
2017-04-30,TOLIMA,13
2017-04-30,VALLE,22
2017-05-01,ANTIOQUIA,11
2017-05-01,ATLANTICO,5
2017-05-01,BOLIVAR,1
2017-05-01,BOYACA,4
2017-05-01,CALDAS,2
2017-05-01,CAUCA,2
2017-05-01,CESAR,5
2017-05-01,CUNDINAMARCA,34
2017-05-01,GUAJIRA,2
2017-05-01,HUILA,6
2017-05-01,MAGDALENA,1
2017-05-01,META,8
2017-05-01,NARINO,3
2017-05-01,NORTE DE SANTANDER,3
2017-05-01,QUINDIO,9
2017-05-01,RISARALDA,6
2017-05-01,SAN ANDRES,1
2017-05-01,SANTANDER,12
2017-05-01,SUCRE,1
2017-05-01,TOLIMA,10
2017-05-01,VALLE,16
2017-05-02,ANTIOQUIA,18
2017-05-02,ATLANTICO,8
2017-05-02,BOLIVAR,2
2017-05-02,BOYACA,2
2017-05-02,CALDAS,2
2017-05-02,CAQUETA,3
2017-05-02,CAUCA,3
2017-05-02,CESAR,5
2017-05-02,CHOCO,1
2017-05-02,CORDOBA,4
2017-05-02,CUNDINAMARCA,70
2017-05-02,GUAJIRA,4
2017-05-02,HUILA,3
2017-05-02,MAGDALENA,1
2017-05-02,NARINO,17
2017-05-02,NORTE DE SANTANDER,2
2017-05-02,QUINDIO,3
2017-05-02,RISARALDA,5
2017-05-02,SAN ANDRES,2
2017-05-02,SANTANDER,14
2017-05-02,SUCRE,1
2017-05-02,TOLIMA,6
2017-05-02,VALLE,26
2017-05-03,AMAZONAS,1
2017-05-03,ANTIOQUIA,16
2017-05-03,ATLANTICO,5
2017-05-03,BOYACA,2
2017-05-03,CAQUETA,2
2017-05-03,CAUCA,3
2017-05-03,CESAR,5
2017-05-03,CHOCO,1
2017-05-03,CORDOBA,5
2017-05-03,CUNDINAMARCA,64
2017-05-03,GUAJIRA,4
2017-05-03,HUILA,4
2017-05-03,MAGDALENA,3
2017-05-03,META,3
2017-05-03,NARINO,8
2017-05-03,NORTE DE SANTANDER,3
2017-05-03,PUTUMAYO,1
2017-05-03,QUINDIO,4
2017-05-03,RISARALDA,5
2017-05-03,SANTANDER,9
2017-05-03,SUCRE,2
2017-05-03,TOLIMA,7
2017-05-03,VALLE,24
2017-05-04,AMAZONAS,1
2017-05-04,ANTIOQUIA,25
2017-05-04,ARAUCA,1
2017-05-04,ATLANTICO,10
2017-05-04,BOLIVAR,7
2017-05-04,BOYACA,6
2017-05-04,CALDAS,1
2017-05-04,CAQUETA,1
2017-05-04,CASANARE,1
2017-05-04,CAUCA,3
2017-05-04,CESAR,2
2017-05-04,CHOCO,1
2017-05-04,CORDOBA,3
2017-05-04,CUNDINAMARCA,64
2017-05-04,GUAJIRA,4
2017-05-04,HUILA,4
2017-05-04,MAGDALENA,9
2017-05-04,META,5
2017-05-04,NARINO,5
2017-05-04,NORTE DE SANTANDER,1
2017-05-04,QUINDIO,4
2017-05-04,RISARALDA,6
2017-05-04,SANTANDER,17
2017-05-04,SUCRE,2
2017-05-04,TOLIMA,6
2017-05-04,VALLE,25
2017-05-05,ANTIOQUIA,22
2017-05-05,ATLANTICO,3
2017-05-05,BOLIVAR,4
2017-05-05,BOYACA,6
2017-05-05,CALDAS,5
2017-05-05,CAQUETA,1
2017-05-05,CAUCA,2
2017-05-05,CESAR,3
2017-05-05,CHOCO,2
2017-05-05,CORDOBA,2
2017-05-05,CUNDINAMARCA,77
2017-05-05,GUAJIRA,4
2017-05-05,GUAVIARE,1
2017-05-05,HUILA,4
2017-05-05,MAGDALENA,5
2017-05-05,META,6
2017-05-05,NARINO,13
2017-05-05,NORTE DE SANTANDER,2
2017-05-05,RISARALDA,2
2017-05-05,SANTANDER,14
2017-05-05,SUCRE,1
2017-05-05,TOLIMA,2
2017-05-05,VALLE,34
2017-05-05,VICHADA,83
2017-05-06,AMAZONAS,1
2017-05-06,ANTIOQUIA,12
2017-05-06,ARAUCA,1
2017-05-06,ATLANTICO,6
2017-05-06,BOLIVAR,4
2017-05-06,BOYACA,4
2017-05-06,CAQUETA,1
2017-05-06,CASANARE,2
2017-05-06,CAUCA,5
2017-05-06,CESAR,2
2017-05-06,CORDOBA,5
2017-05-06,CUNDINAMARCA,71
2017-05-06,GUAJIRA,1
2017-05-06,HUILA,7
2017-05-06,MAGDALENA,5
2017-05-06,META,9
2017-05-06,NARINO,4
2017-05-06,NORTE DE SANTANDER,7
2017-05-06,QUINDIO,9
2017-05-06,RISARALDA,6
2017-05-06,SANTANDER,24
2017-05-06,SUCRE,2
2017-05-06,TOLIMA,6
2017-05-06,VALLE,26
2017-05-07,ANTIOQUIA,8
2017-05-07,ATLANTICO,7
2017-05-07,BOYACA,4
2017-05-07,CALDAS,3
2017-05-07,CAQUETA,2
2017-05-07,CASANARE,2
2017-05-07,CAUCA,7
2017-05-07,CESAR,2
2017-05-07,CORDOBA,1
2017-05-07,CUNDINAMARCA,30
2017-05-07,GUAJIRA,1
2017-05-07,HUILA,9
2017-05-07,MAGDALENA,7
2017-05-07,META,4
2017-05-07,NARINO,6
2017-05-07,NORTE DE SANTANDER,2
2017-05-07,QUINDIO,2
2017-05-07,RISARALDA,3
2017-05-07,SAN ANDRES,1
2017-05-07,SANTANDER,10
2017-05-07,TOLIMA,8
2017-05-07,VALLE,18
2017-05-08,ANTIOQUIA,12
2017-05-08,ATLANTICO,2
2017-05-08,BOLIVAR,2
2017-05-08,CALDAS,5
2017-05-08,CAQUETA,2
2017-05-08,CASANARE,1
2017-05-08,CAUCA,5
2017-05-08,CESAR,5
2017-05-08,CORDOBA,3
2017-05-08,CUNDINAMARCA,50
2017-05-08,GUAJIRA,3
2017-05-08,HUILA,4
2017-05-08,MAGDALENA,7
2017-05-08,META,5
2017-05-08,NARINO,14
2017-05-08,NORTE DE SANTANDER,4
2017-05-08,QUINDIO,4
2017-05-08,RISARALDA,6
2017-05-08,SAN ANDRES,2
2017-05-08,SANTANDER,11
2017-05-08,TOLIMA,5
2017-05-08,VALLE,27
2017-05-09,AMAZONAS,1
2017-05-09,ANTIOQUIA,17
2017-05-09,ATLANTICO,4
2017-05-09,BOLIVAR,2
2017-05-09,BOYACA,7
2017-05-09,CALDAS,5
2017-05-09,CAQUETA,1
2017-05-09,CASANARE,6
2017-05-09,CAUCA,4
2017-05-09,CESAR,4
2017-05-09,CORDOBA,1
2017-05-09,CUNDINAMARCA,55
2017-05-09,GUAJIRA,1
2017-05-09,HUILA,2
2017-05-09,MAGDALENA,4
2017-05-09,META,8
2017-05-09,NARINO,6
2017-05-09,NORTE DE SANTANDER,4
2017-05-09,QUINDIO,5
2017-05-09,SANTANDER,15
2017-05-09,TOLIMA,9
2017-05-09,VALLE,30
2017-05-10,ANTIOQUIA,28
2017-05-10,ATLANTICO,2
2017-05-10,BOLIVAR,3
2017-05-10,BOYACA,2
2017-05-10,CALDAS,4
2017-05-10,CAQUETA,1
2017-05-10,CASANARE,2
2017-05-10,CAUCA,5
2017-05-10,CESAR,5
2017-05-10,CORDOBA,3
2017-05-10,CUNDINAMARCA,52
2017-05-10,GUAJIRA,7
2017-05-10,HUILA,6
2017-05-10,MAGDALENA,5
2017-05-10,META,4
2017-05-10,NARINO,6
2017-05-10,NORTE DE SANTANDER,3
2017-05-10,QUINDIO,3
2017-05-10,RISARALDA,5
2017-05-10,SANTANDER,16
2017-05-10,SUCRE,1
2017-05-10,TOLIMA,6
2017-05-10,VALLE,30
2017-05-11,ANTIOQUIA,24
2017-05-11,ATLANTICO,7
2017-05-11,BOLIVAR,2
2017-05-11,BOYACA,4
2017-05-11,CALDAS,1
2017-05-11,CAQUETA,1
2017-05-11,CASANARE,2
2017-05-11,CAUCA,3
2017-05-11,CESAR,5
2017-05-11,CORDOBA,1
2017-05-11,CUNDINAMARCA,57
2017-05-11,GUAJIRA,4
2017-05-11,HUILA,2
2017-05-11,MAGDALENA,8
2017-05-11,META,4
2017-05-11,NARINO,6
2017-05-11,NORTE DE SANTANDER,4
2017-05-11,QUINDIO,5
2017-05-11,RISARALDA,5
2017-05-11,SANTANDER,5
2017-05-11,SUCRE,1
2017-05-11,TOLIMA,6
2017-05-11,VALLE,27
2017-05-12,ANTIOQUIA,31
2017-05-12,ARAUCA,1
2017-05-12,ATLANTICO,4
2017-05-12,CALDAS,4
2017-05-12,CAQUETA,3
2017-05-12,CASANARE,4
2017-05-12,CAUCA,4
2017-05-12,CESAR,5
2017-05-12,CORDOBA,5
2017-05-12,CUNDINAMARCA,45
2017-05-12,GUAJIRA,5
2017-05-12,HUILA,3
2017-05-12,MAGDALENA,9
2017-05-12,META,5
2017-05-12,NARINO,10
2017-05-12,NORTE DE SANTANDER,4
2017-05-12,PUTUMAYO,2
2017-05-12,QUINDIO,8
2017-05-12,RISARALDA,1
2017-05-12,SANTANDER,26
2017-05-12,TOLIMA,8
2017-05-12,VALLE,27
2017-05-13,ANTIOQUIA,32
2017-05-13,ATLANTICO,7
2017-05-13,BOLIVAR,8
2017-05-13,BOYACA,10
2017-05-13,CALDAS,3
2017-05-13,CAQUETA,1
2017-05-13,CASANARE,1
2017-05-13,CAUCA,4
2017-05-13,CESAR,5
2017-05-13,CHOCO,1
2017-05-13,CORDOBA,2
2017-05-13,CUNDINAMARCA,38
2017-05-13,HUILA,4
2017-05-13,MAGDALENA,7
2017-05-13,META,2
2017-05-13,NARINO,8
2017-05-13,NORTE DE SANTANDER,6
2017-05-13,PUTUMAYO,2
2017-05-13,QUINDIO,1
2017-05-13,RISARALDA,8
2017-05-13,SANTANDER,10
2017-05-13,SUCRE,2
2017-05-13,TOLIMA,7
2017-05-13,VALLE,29
2017-05-14,ANTIOQUIA,20
2017-05-14,ATLANTICO,7
2017-05-14,BOLIVAR,1
2017-05-14,BOYACA,4
2017-05-14,CALDAS,7
2017-05-14,CAQUETA,4
2017-05-14,CASANARE,3
2017-05-14,CAUCA,4
2017-05-14,CESAR,5
2017-05-14,CORDOBA,2
2017-05-14,CUNDINAMARCA,19
2017-05-14,GUAJIRA,3
2017-05-14,HUILA,8
2017-05-14,MAGDALENA,5
2017-05-14,META,2
2017-05-14,NARINO,8
2017-05-14,PUTUMAYO,2
2017-05-14,QUINDIO,3
2017-05-14,RISARALDA,5
2017-05-14,SAN ANDRES,3
2017-05-14,SANTANDER,8
2017-05-14,SUCRE,1
2017-05-14,TOLIMA,7
2017-05-14,VALLE,27
2017-05-15,ANTIOQUIA,21
2017-05-15,ARAUCA,1
2017-05-15,ATLANTICO,5
2017-05-15,BOYACA,1
2017-05-15,CALDAS,4
2017-05-15,CAQUETA,2
2017-05-15,CAUCA,9
2017-05-15,CESAR,2
2017-05-15,CORDOBA,5
2017-05-15,CUNDINAMARCA,33
2017-05-15,GUAJIRA,2
2017-05-15,HUILA,4
2017-05-15,MAGDALENA,5
2017-05-15,META,3
2017-05-15,NARINO,9
2017-05-15,NORTE DE SANTANDER,7
2017-05-15,QUINDIO,8
2017-05-15,RISARALDA,7
2017-05-15,SAN ANDRES,2
2017-05-15,SANTANDER,9
2017-05-15,TOLIMA,9
2017-05-15,VALLE,30
2017-05-16,ANTIOQUIA,27
2017-05-16,ARAUCA,1
2017-05-16,ATLANTICO,3
2017-05-16,BOLIVAR,1
2017-05-16,BOYACA,4
2017-05-16,CALDAS,1
2017-05-16,CAQUETA,2
2017-05-16,CASANARE,3
2017-05-16,CAUCA,8
2017-05-16,CESAR,1
2017-05-16,CORDOBA,2
2017-05-16,CUNDINAMARCA,46
2017-05-16,GUAJIRA,6
2017-05-16,HUILA,1
2017-05-16,MAGDALENA,4
2017-05-16,META,5
2017-05-16,NARINO,4
2017-05-16,NORTE DE SANTANDER,3
2017-05-16,QUINDIO,4
2017-05-16,RISARALDA,4
2017-05-16,SAN ANDRES,1
2017-05-16,SANTANDER,22
2017-05-16,TOLIMA,6
2017-05-16,VALLE,17
2017-05-17,ANTIOQUIA,22
2017-05-17,ATLANTICO,5
2017-05-17,BOLIVAR,4
2017-05-17,BOYACA,6
2017-05-17,CALDAS,5
2017-05-17,CASANARE,1
2017-05-17,CAUCA,11
2017-05-17,CESAR,5
2017-05-17,CORDOBA,4
2017-05-17,CUNDINAMARCA,55
2017-05-17,GUAJIRA,1
2017-05-17,HUILA,8
2017-05-17,MAGDALENA,2
2017-05-17,META,4
2017-05-17,NARINO,7
2017-05-17,NORTE DE SANTANDER,2
2017-05-17,QUINDIO,6
2017-05-17,RISARALDA,4
2017-05-17,SANTANDER,11
2017-05-17,SUCRE,1
2017-05-17,TOLIMA,1
2017-05-17,VALLE,27
2017-05-18,ANTIOQUIA,26
2017-05-18,ATLANTICO,4
2017-05-18,BOYACA,4
2017-05-18,CAQUETA,2
2017-05-18,CAUCA,6
2017-05-18,CESAR,9
2017-05-18,CORDOBA,2
2017-05-18,CUNDINAMARCA,49
2017-05-18,GUAJIRA,2
2017-05-18,HUILA,6
2017-05-18,MAGDALENA,4
2017-05-18,META,5
2017-05-18,NARINO,17
2017-05-18,NORTE DE SANTANDER,2
2017-05-18,RISARALDA,9
2017-05-18,SANTANDER,22
2017-05-18,SUCRE,1
2017-05-18,TOLIMA,1
2017-05-18,VALLE,19
2017-05-19,ANTIOQUIA,20
2017-05-19,ARAUCA,1
2017-05-19,ATLANTICO,4
2017-05-19,BOLIVAR,2
2017-05-19,BOYACA,5
2017-05-19,CALDAS,3
2017-05-19,CAQUETA,2
2017-05-19,CASANARE,1
2017-05-19,CAUCA,1
2017-05-19,CESAR,3
2017-05-19,CUNDINAMARCA,58
2017-05-19,GUAJIRA,4
2017-05-19,HUILA,3
2017-05-19,MAGDALENA,6
2017-05-19,META,21
2017-05-19,NARINO,4
2017-05-19,NORTE DE SANTANDER,15
2017-05-19,QUINDIO,4
2017-05-19,RISARALDA,5
2017-05-19,SANTANDER,15
2017-05-19,SUCRE,2
2017-05-19,TOLIMA,9
2017-05-19,VALLE,396
2017-05-20,ANTIOQUIA,17
2017-05-20,ATLANTICO,6
2017-05-20,BOLIVAR,2
2017-05-20,BOYACA,3
2017-05-20,CALDAS,6
2017-05-20,CAQUETA,1
2017-05-20,CASANARE,1
2017-05-20,CAUCA,4
2017-05-20,CESAR,2
2017-05-20,CORDOBA,6
2017-05-20,CUNDINAMARCA,68
2017-05-20,GUAJIRA,2
2017-05-20,HUILA,7
2017-05-20,MAGDALENA,1
2017-05-20,META,6
2017-05-20,NARINO,14
2017-05-20,NORTE DE SANTANDER,5
2017-05-20,PUTUMAYO,2
2017-05-20,QUINDIO,6
2017-05-20,RISARALDA,7
2017-05-20,SAN ANDRES,1
2017-05-20,SANTANDER,27
2017-05-20,SUCRE,2
2017-05-20,TOLIMA,6
2017-05-20,VALLE,18
2017-05-21,ANTIOQUIA,14
2017-05-21,ATLANTICO,7
2017-05-21,BOLIVAR,3
2017-05-21,BOYACA,4
2017-05-21,CALDAS,3
2017-05-21,CAQUETA,2
2017-05-21,CASANARE,2
2017-05-21,CAUCA,4
2017-05-21,CESAR,4
2017-05-21,CORDOBA,5
2017-05-21,CUNDINAMARCA,36
2017-05-21,GUAJIRA,2
2017-05-21,HUILA,2
2017-05-21,MAGDALENA,11
2017-05-21,META,3
2017-05-21,NARINO,15
2017-05-21,NORTE DE SANTANDER,3
2017-05-21,QUINDIO,10
2017-05-21,RISARALDA,10
2017-05-21,SAN ANDRES,4
2017-05-21,SANTANDER,13
2017-05-21,SUCRE,1
2017-05-21,TOLIMA,4
2017-05-21,VALLE,21
2017-05-22,ANTIOQUIA,17
2017-05-22,ATLANTICO,10
2017-05-22,BOLIVAR,4
2017-05-22,BOYACA,2
2017-05-22,CALDAS,7
2017-05-22,CAQUETA,1
2017-05-22,CASANARE,2
2017-05-22,CAUCA,12
2017-05-22,CESAR,9
2017-05-22,CORDOBA,2
2017-05-22,CUNDINAMARCA,54
2017-05-22,HUILA,3
2017-05-22,MAGDALENA,6
2017-05-22,META,3
2017-05-22,NARINO,7
2017-05-22,NORTE DE SANTANDER,3
2017-05-22,QUINDIO,2
2017-05-22,RISARALDA,8
2017-05-22,SANTANDER,10
2017-05-22,TOLIMA,2
2017-05-22,VALLE,17
2017-05-23,ANTIOQUIA,30
2017-05-23,ATLANTICO,6
2017-05-23,BOLIVAR,3
2017-05-23,BOYACA,4
2017-05-23,CALDAS,4
2017-05-23,CAQUETA,1
2017-05-23,CASANARE,1
2017-05-23,CAUCA,1
2017-05-23,CESAR,3
2017-05-23,CHOCO,2
2017-05-23,CORDOBA,5
2017-05-23,CUNDINAMARCA,50
2017-05-23,GUAJIRA,1
2017-05-23,HUILA,3
2017-05-23,MAGDALENA,5
2017-05-23,META,3
2017-05-23,NARINO,19
2017-05-23,NORTE DE SANTANDER,11
2017-05-23,QUINDIO,3
2017-05-23,RISARALDA,11
2017-05-23,SANTANDER,11
2017-05-23,SUCRE,1
2017-05-23,TOLIMA,4
2017-05-23,VALLE,18
2017-05-24,ANTIOQUIA,20
2017-05-24,ATLANTICO,28
2017-05-24,BOLIVAR,5
2017-05-24,BOYACA,16
2017-05-24,CALDAS,3
2017-05-24,CAQUETA,4
2017-05-24,CAUCA,5
2017-05-24,CESAR,5
2017-05-24,CORDOBA,2
2017-05-24,CUNDINAMARCA,50
2017-05-24,GUAJIRA,2
2017-05-24,HUILA,12
2017-05-24,MAGDALENA,1
2017-05-24,META,2
2017-05-24,NARINO,5
2017-05-24,NORTE DE SANTANDER,6
2017-05-24,QUINDIO,10
2017-05-24,RISARALDA,6
2017-05-24,SANTANDER,14
2017-05-24,TOLIMA,4
2017-05-24,VALLE,27
2017-05-25,ANTIOQUIA,30
2017-05-25,ATLANTICO,5
2017-05-25,CALDAS,4
2017-05-25,CAQUETA,1
2017-05-25,CASANARE,2
2017-05-25,CAUCA,1
2017-05-25,CESAR,1
2017-05-25,CHOCO,2
2017-05-25,CORDOBA,3
2017-05-25,CUNDINAMARCA,63
2017-05-25,HUILA,5
2017-05-25,MAGDALENA,5
2017-05-25,META,3
2017-05-25,NARINO,10
2017-05-25,NORTE DE SANTANDER,8
2017-05-25,QUINDIO,8
2017-05-25,RISARALDA,6
2017-05-25,SANTANDER,9
2017-05-25,SUCRE,2
2017-05-25,TOLIMA,1
2017-05-25,VALLE,30
2017-05-26,ANTIOQUIA,15
2017-05-26,ATLANTICO,7
2017-05-26,BOLIVAR,1
2017-05-26,BOYACA,5
2017-05-26,CALDAS,5
2017-05-26,CASANARE,1
2017-05-26,CAUCA,6
2017-05-26,CESAR,2
2017-05-26,CORDOBA,2
2017-05-26,CUNDINAMARCA,50
2017-05-26,GUAJIRA,4
2017-05-26,HUILA,2
2017-05-26,MAGDALENA,2
2017-05-26,META,3
2017-05-26,NARINO,6
2017-05-26,NORTE DE SANTANDER,8
2017-05-26,PUTUMAYO,1
2017-05-26,QUINDIO,3
2017-05-26,RISARALDA,4
2017-05-26,SANTANDER,9
2017-05-26,SUCRE,1
2017-05-26,TOLIMA,4
2017-05-26,VALLE,14
2017-05-27,ANTIOQUIA,21
2017-05-27,ARAUCA,1
2017-05-27,BOYACA,3
2017-05-27,CALDAS,16
2017-05-27,CAQUETA,2
2017-05-27,CASANARE,1
2017-05-27,CAUCA,4
2017-05-27,CESAR,3
2017-05-27,CORDOBA,4
2017-05-27,CUNDINAMARCA,46
2017-05-27,GUAJIRA,5
2017-05-27,HUILA,9
2017-05-27,MAGDALENA,2
2017-05-27,META,6
2017-05-27,NARINO,5
2017-05-27,NORTE DE SANTANDER,3
2017-05-27,QUINDIO,5
2017-05-27,RISARALDA,3
2017-05-27,SANTANDER,13
2017-05-27,SUCRE,2
2017-05-27,TOLIMA,2
2017-05-27,VALLE,32
2017-05-28,ANTIOQUIA,21
2017-05-28,ARAUCA,1
2017-05-28,ATLANTICO,7
2017-05-28,BOLIVAR,1
2017-05-28,BOYACA,6
2017-05-28,CALDAS,4
2017-05-28,CAUCA,7
2017-05-28,CESAR,5
2017-05-28,CORDOBA,1
2017-05-28,CUNDINAMARCA,38
2017-05-28,GUAJIRA,3
2017-05-28,HUILA,6
2017-05-28,MAGDALENA,9
2017-05-28,META,5
2017-05-28,NARINO,9
2017-05-28,QUINDIO,5
2017-05-28,RISARALDA,9
2017-05-28,SANTANDER,13
2017-05-28,SUCRE,3
2017-05-28,TOLIMA,7
2017-05-28,VALLE,20
2017-05-29,AMAZONAS,1
2017-05-29,ANTIOQUIA,4
2017-05-29,ARAUCA,1
